ID,Answer
0,白色羽毛
1,[CLS]
2,袁晁率起義軍
3,[CLS]段祺瑞曾於畢業後在德國的哪一個學院留學深造砲兵相關知識?[SEP]學
4,一局特殊的決勝局結束一盤比賽
5,聶耳
6,1884年
7,西漢的版圖向西擴張
8,英國
9,醜化對手的作用
10,[CLS]
11,三中老
12,無障礙環境
13,anticipation
14,2004年
15,二氧化硫
16,華萊士
17,[CLS]
18,[CLS]
19,度
20,愛爾蘭語
21,荷蘭
22,硫磺
23,[CLS]
24,1910年代
25,外交活動
26,拉丁文
27,猶太基督徒
28,1964年
29,霍克菲爾德
30,[CLS]
31,《金驢記》
32,灣仔
33,占城
34,一種無限制的、自私、而野蠻的競爭情況
35,1964年
36,新北市
37,[CLS]
38,沒有任何示威申請得到當局通過
39,南人
40,宋端宗
41,四千名
42,46億年
43,1070年
44,社會保障法規
45,水上報告廳
46,1929年
47,航天技術
48,1932年
49,[CLS]
50,康熙帝
51,自強學堂
52,1960年代
53,亞歷山大一世被刺殺
54,紐約市
55,基督教
56,預覽阿爾法版本
57,100萬
58,新北市
59,佔領行動
60,路易十五
61,中國國民黨
62,中生代侏羅紀
63,阿拉貢國王卡洛斯三世
64,熱帶雨林氣候
65,完全擺脫漢朝的控制
66,蔣中正
67,東漢
68,前三點起落架
69,弘治十二年
70,亞洲
71,1996年
72,[CLS]
73,氦
74,[CLS]
75,建設部門
76,和信百貨公司
77,張三祿
78,羽柴秀吉
79,俾斯麥
80,金泳三
81,1958年
82,靈魂」
83,科龍港
84,蓋爾人
85,科學知識及技術
86,[CLS]
87,隋文帝開皇九年四月，隋滅南陳
88,佛教
89,[CLS]
90,豐臣秀吉
91,三吳地區
92,以色列
93,大躍進運動
94,國立武昌高等師範學校
95,蘇利南
96,1934年
97,檸檬酸咖啡因療法
98,1913年
99,1949年
100,大象
101,1915年
102,1000年
103,有絲分裂
104,德國
105,[CLS]
106,仁祖
107,十個
108,佛學論書
109,臺中高農
110,布倫瑞克
111,三天
112,1944年
113,安娜·德·薩伏伊皇后
114,咸豐帝
115,哈林河
116,孟加拉
117,男中音
118,建康
119,60
120,威廉·洛厄爾·普特南
121,國務院總理
122,德國
123,陳寅恪
124,刺殺
125,未標準化
126,二千九百公尺
127,[CLS]
128,害怕德軍在東線戰線上沒有足夠兵力應付俄國
129,陳家
130,它是用來運貨
131,公民權
132,西人黨
133,2013年
134,[CLS]
135,查莫洛人
136,杭縣
137,蘇聯國旗
138,38%
139,1941年
140,多腔磁控管雷達技術
141,點石齋畫報
142,湄公河三角洲
143,1988年
144,上吊方式
145,喬治麥高文
146,沈括
147,《布告各省公啟》
148,阿拉里克
149,[CLS]
150,髒層
151,工業國家
152,1949年
153,最終解決德國問題條約
154,清光緒十七年
155,雕像
156,防止中國共產黨滲透
157,65000平方公里
158,乙醚
159,唐玄宗
160,卡爾梅克人
161,1969年初
162,63位
163,神父，然後在1471年，祝聖為天主教阿爾巴諾羅馬城郊教區主教
164,古希臘時代
165,盧安達語
166,填海造地
167,蔣中正
168,農民
169,[CLS]javascript是一種處理網頁的手稿語言。是由哪家公司提交給歐洲標準協會制訂的?[SEP]腦公司
170,9月2日
171,1999年
172,[CLS]
173,七十年代
174,公元68年
175,趙佗
176,莎草紙
177,[CLS]
178,[CLS]
179,公元前362年
180,創建強力政府
181,28歲
182,1950年
183,保加利亞
184,有[SEP][PAD]
185,10度
186,社會黨
187,西歐
188,波士頓
189,1992年
190,[CLS]
191,後箱館裁判所
192,明朝
193,中世紀
194,2000年
195,1998年
196,道縣玉蟾岩
197,[CLS]
198,丘陵
199,阿森納女子足球俱樂部
200,社會主義市場經濟
201,較有消費能力
202,1920年
203,美元
204,多倫多
205,在列車前面拉動
206,彌爾
207,中央情報局
208,珍妮·蓋諾
209,在時域上數學形式為連續函式的訊號
210,受到中國與印度的文化所影響，但開始顯現本土特色
211,亞歷山大一世
212,威尼斯影展
213,清涼
214,新北市
215,聯盟合作
216,甲午戰爭
217,克孜勒
218,[CLS]
219,好在歷史是人民寫的
220,美觀
221,臺中市精密機械科技創新園區
222,西部地區
223,1982年
224,1422年
225,部落最高領袖
226,塔特拉山
227,國立廣東大學
228,發明家
229,2006年
230,沒有
231,[CLS]
232,1262年
233,為增加米、糖等農作物產量
234,三倍
235,耗盡了核心的氫燃料
236,颱風
237,2016年
238,1968年
239,[CLS]
240,「第一所美式大學」
241,鋁土礦
242,[CLS]
243,布農族
244,黑死病
245,[CLS]
246,赫爾伯特·查普曼
247,據傳在與比提尼亞國王的性行為中[SEP][PAD][PAD][PAD][PAD][PAD][PAD][PAD]
248,2009年
249,湖人
250,[CLS]
251,副主席
252,決勝局必定是單數局
253,廣東省政府委員會
254,遊戲
255,1951年
256,漢語拼音方案
257,1984年
258,高架車站
259,下薩克森邦
260,法蘭西第二帝國
261,[CLS]
262,全勝
263,夜間攔截任務
264,哥白尼日心說
265,濃度低時
266,光緒年間
267,[CLS]
268,1848年
269,1954年
270,[CLS]
271,共同民主黨
272,《南華早報》
273,可以麻痺嗅覺神經
274,[CLS]
275,阿聯
276,交通基建
277,[CLS]
278,[CLS]
279,以天狼星在東方地平線的出現
280,自律心肌細胞
281,1961年
282,德語地區
283,[CLS]
284,1237年
285,拜占庭帝國
286,晉恭帝
287,德國
288,[CLS]
289,[CLS]decorpore於何年出版?[SEP]年
290,唐代
291,美川王
292,胡安·林茲
293,日本
294,1998年1月1日
295,[CLS]
296,司馬休之
297,[CLS]
298,383年
299,羅納爾迪尼奧
300,[CLS]
301,火山活動
302,利奧三世
303,拉丁字母
304,提升飛機的飛行安全
305,丁基羥基甲苯
306,中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,靳雲鵬
312,1958年
313,《馬德里議定書》
314,1083
315,曹魏故都智慧之旅
316,亞德港
317,布爾什維克革命
318,金本位制度
319,邊沁
320,紅色的視錐細胞
321,1928年
322,商品期貨
323,十多個
324,[CLS]
325,楊宇霆
326,最大
327,元世祖
328,混合動力自行車
329,數學
330,[CLS]
331,經濟
332,[CLS]
333,朱一貴
334,[CLS]
335,失一分
336,銃炮
337,1961年
338,1980年代
339,凱·艾維
340,[UNK]人國
341,1980年
342,希伯來文
343,第四心音
344,2009年
345,武漢
346,1868年
347,托土拉島
348,中華民國
349,倫敦大學
350,1970年代中期
351,岡仁波齊峰
352,1973年
353,突厥
354,[CLS]
355,南斯拉夫社會主義聯邦共和國
356,民主制度的恢復
357,硫化物
358,與丹尼索瓦人混血
359,忽必烈
360,中國
361,2000年
362,捲曲
363,奧地利
364,[CLS]
365,韓國
366,鹽島
367,1956年
368,史都華中校
369,1910年
370,突厥
371,中亞新興大國花剌子模在沙阿摩訶末時期崛起，該國訛答剌地方大臣海兒汗亦納勒術前後兩次屠殺蒙古商隊並侮辱蒙古使臣
372,1988年
373,2011年
374,通過非暴力方式反對環境破壞行為，將問題帶到公眾前辯論
375,巴爾的摩市
376,中華民國政府
377,社團部
378,[CLS]
379,電子郵件
380,孔子
381,楊浦區大連路
382,2005年
383,[CLS]
384,馬佛奧·巴貝日
385,60年代
386,雙循環泵功能
387,1809年
388,[CLS]
389,[CLS]
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國。故此，他決定於西線調派多一些兵力到東線上應付俄軍，此決定令德軍於西線的進攻上遇到更多困難。為迅速取得西線勝利
391,幅員遼闊
392,伯克制
393,[CLS]
394,國家起源說
395,英國外科醫師
396,中部科學園區
397,[CLS]
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,[CLS]
403,約翰·坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,低地蘇格蘭語
413,空氣
414,非常混亂
415,[CLS]
416,皇太極
417,信陽
418,[CLS]
419,美國空軍准將
420,質量
421,科技
422,媽祖
423,[CLS]
424,計劃委員會
425,15米
426,蘇丹南部
427,雲騎尉
428,八公分
429,2012年4月17日
430,太陽為主的研究機構轉為研究恆星
431,那拉氏
432,辛酉政變
433,銅
434,統一企業
435,2456293.520833
436,[CLS]
437,陳誠
438,孫中山
439,[CLS]
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731美元
445,阿拉巴馬州
446,嘉義市
